,movie,year,production_budget,domestic_gross,foreign_gross,worldwide_gross,month,profit,profit_margin,roi,pct_foreign,match_key,popularity,release_date,original_language,vote_average,vote_count,genre_list,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
314,The Little Prince,2016,77500000,1311213,100717706,102028919,2,24528919,0.24041143668296633,0.3165021806451613,0.9871486142080953,2016 The Little Prince,8.512,2016-08-05,en,7.6,1493,"['Adventure', 'Animation', 'Fantasy', 'Family']","Adventure,Animation,Fantasy,Family",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
315,The Equalizer 2,2018,77000000,102084362,88368770,190453132,7,113453132,0.5957010567828309,1.4734172987012988,0.46399221200520874,2018 The Equalizer 2,22.961,2018-07-20,en,6.4,2089,"['Thriller', 'Action', 'Crime']","Thriller,Action,Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
316,Despicable Me 2,2013,76000000,368065385,607151450,975216835,7,899216835,0.922068613591971,11.831800460526315,0.622580977080856,2013 Despicable Me 2,19.014,2013-07-03,en,6.9,7319,"['Animation', 'Comedy', 'Family']","Animation,Comedy,Family",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
317,The Secret Life of Pets,2016,75000000,368384330,518366204,886750534,7,811750534,0.9154215338764036,10.823340453333333,0.58456824566175,2016 The Secret Life of Pets,9.909,2016-07-08,en,6.1,5374,"['Adventure', 'Comedy', 'Animation', 'Family']","Adventure,Comedy,Animation,Family",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
318,Sing,2016,75000000,270329045,364125744,634454789,12,559454789,0.8817882671857332,7.459397186666667,0.5739191354736547,2016 Sing,17.572,2016-12-21,en,6.9,4303,"['Animation', 'Comedy', 'Drama', 'Family']","Animation,Comedy,Drama,Family",0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
319,Sing,2016,75000000,270329045,364125744,634454789,12,559454789,0.8817882671857332,7.459397186666667,0.5739191354736547,2016 Sing,17.572,2016-12-21,en,6.9,4303,"['Animation', 'Comedy', 'Drama', 'Family']","Animation,Comedy,Drama,Family",0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
320,Despicable Me 3,2017,75000000,264624300,770103450,1034727750,6,959727750,0.9275171657472219,12.79637,0.7442570763179011,2017 Despicable Me 3,16.407,2017-06-30,en,6.3,4106,"['Action', 'Animation', 'Comedy', 'Family', 'Adventure']","Action,Animation,Comedy,Family,Adventure",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,Grown Ups,2010,75000000,162001186,110222244,272223430,6,197223430,0.724491018278625,2.629645733333333,0.40489624276646574,2010 Grown Ups,14.291,2010-06-24,en,6.1,3171,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Now You See Me,2013,75000000,117723989,225045211,342769200,5,267769200,0.7811938762292528,3.570256,0.6565502705610656,2013 Now You See Me,16.646,2013-05-31,en,7.4,9871,"['Thriller', 'Crime']","Thriller,Crime",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
323,Christopher Robin,2018,75000000,99215042,98289716,197504758,8,122504758,0.6202623128704575,1.6333967733333334,0.4976574589661278,2018 Christopher Robin,20.931,2018-08-03,en,7.4,1280,"['Adventure', 'Comedy', 'Family', 'Fantasy']","Adventure,Comedy,Family,Fantasy",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
324,Immortals,2011,75000000,83504017,128058418,211562435,11,136562435,0.6454947212155125,1.8208324666666666,0.6052984689838723,2011 Immortals,14.774,2011-11-11,en,5.8,1431,"['Fantasy', 'Action', 'Drama']","Fantasy,Action,Drama",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
325,Killers,2010,75000000,47059963,48512786,95572749,6,20572749,0.21525747888658095,0.27430332,0.5076006132250104,2010 Killers,10.221,2010-06-04,en,5.8,1314,"['Action', 'Comedy', 'Thriller', 'Romance']","Action,Comedy,Thriller,Romance",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
326,Sucker Punch,2011,75000000,36392502,53365887,89758389,3,14758389,0.16442350586305643,0.19677852,0.5945504102129106,2011 Sucker Punch,14.416,2011-03-25,en,6.0,2716,"['Action', 'Fantasy', 'Thriller']","Action,Fantasy,Thriller",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
327,Inferno,2016,75000000,34343574,185175793,219519367,10,144519367,0.6583444958640028,1.9269248933333334,0.8435510521493076,2016 Inferno,17.41,2016-10-28,en,5.9,3877,"['Mystery', 'Thriller', 'Drama']","Mystery,Thriller,Drama",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
328,Inferno,2016,75000000,34343574,185175793,219519367,10,144519367,0.6583444958640028,1.9269248933333334,0.8435510521493076,2016 Inferno,17.41,2016-10-28,en,5.9,3877,"['Mystery', 'Thriller', 'Drama']","Mystery,Thriller,Drama",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
329,Minions,2015,74000000,336045770,824290403,1160336173,7,1086336173,0.9362253787118641,14.680218554054054,0.710389301118513,2015 Minions,9.338,2015-07-10,en,6.4,7343,"['Family', 'Animation', 'Adventure', 'Comedy']","Family,Animation,Adventure,Comedy",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
330,The SpongeBob Movie: Sponge Out of Water,2015,74000000,162994032,148019149,311013181,2,237013181,0.7620679620006202,3.2028808243243243,0.4759256457365387,2015 The SpongeBob Movie: Sponge Out of Water,13.815,2015-02-06,en,5.7,1165,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Animation']","Adventure,Comedy,Family,Fantasy,Animation",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
331,The Angry Birds Movie,2016,73000000,107509366,244818521,352327887,5,279327887,0.7928066363932186,3.826409410958904,0.6948599019072255,2016 The Angry Birds Movie,17.998,2016-05-20,en,6.0,1851,"['Animation', 'Adventure', 'Comedy']","Animation,Adventure,Comedy",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Olympus Has Fallen,2013,70000000,98927592,73951336,172878928,3,102878928,0.5950923527244454,1.4696989714285715,0.42776373532348605,2013 Olympus Has Fallen,13.864,2013-03-22,en,6.2,4086,"['Action', 'Thriller']","Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
333,Battle: Los Angeles,2011,70000000,83552429,129911547,213463976,3,143463976,0.6720758166708185,2.0494853714285712,0.6085876850715083,2011 Battle: Los Angeles,12.721,2011-03-08,en,5.6,2049,"['Action', 'Science Fiction']","Action,Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
334,War Horse,2011,70000000,79883359,76932170,156815529,12,86815529,0.5536156371350187,1.2402218428571428,0.49059025270386325,2011 War Horse,10.378,2011-12-25,en,7.2,1849,"['Drama', 'War']","Drama,War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
335,The Monuments Men,2014,70000000,78031620,80671128,158702748,2,88702748,0.5589238316150644,1.2671821142857143,0.5083158862504384,2014 The Monuments Men,12.861,2014-02-07,en,5.9,2229,"['War', 'Drama', 'History', 'Action']","War,Drama,History,Action",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
336,Storks,2016,70000000,72679278,110674153,183353431,9,113353431,0.6182236698914022,1.6193347285714286,0.6036110281459637,2016 Storks,12.101,2016-09-23,en,6.5,1308,"['Adventure', 'Animation', 'Comedy', 'Family']","Adventure,Animation,Comedy,Family",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
337,Underworld: Awakening,2012,70000000,62321039,98058891,160379930,1,90379930,0.5635364100732554,1.2911418571428572,0.6114162227156478,2012 Underworld: Awakening,13.242,2012-01-19,en,6.2,2588,"['Fantasy', 'Action', 'Horror']","Fantasy,Action,Horror",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
338,The Lego Ninjago Movie,2017,70000000,59281555,63455646,122737201,9,52737201,0.429675767170216,0.7533885857142857,0.5170041803381193,2017 The Lego Ninjago Movie,14.607,2017-09-22,en,6.3,424,"['Action', 'Animation', 'Adventure', 'Family']","Action,Animation,Adventure,Family",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
339,Dracula Untold,2014,70000000,55991880,164249843,220241723,10,150241723,0.6821673975007906,2.1463103285714284,0.7457707865825224,2014 Dracula Untold,29.043,2014-10-03,en,6.2,3719,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']","Horror,Action,Drama,Fantasy,War",1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
340,The Dilemma,2011,70000000,48475290,22071575,70546865,1,546865,0.0077517973335881046,0.007812357142857143,0.31286400891095584,2011 The Dilemma,9.518,2011-01-13,en,5.3,448,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
341,Rock of Ages,2012,70000000,38518613,22513319,61031932,6,-8968068,-0.1469405884119808,-0.12811525714285715,0.36887770487095184,2012 Rock of Ages,11.369,2012-06-15,en,6.1,686,"['Comedy', 'Drama', 'Music', 'Romance']","Comedy,Drama,Music,Romance",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
342,The Finest Hours,2016,70000000,27569558,21683203,49252761,1,-20747239,-0.4212401209345401,-0.2963891285714286,0.440243400770974,2016 The Finest Hours,12.673,2016-01-29,en,6.4,943,"['Action', 'Drama', 'History', 'Thriller']","Action,Drama,History,Thriller",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
343,Escape Plan,2013,70000000,25135965,78600000,103735965,10,33735965,0.325209921168613,0.48194235714285716,0.7576928599449574,2013 Escape Plan,17.88,2013-10-18,en,6.7,2799,"['Action', 'Thriller']","Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
344,Killer Elite,2011,70000000,25124986,40284060,65409046,9,-4590954,-0.07018836507720966,-0.06558505714285714,0.6158790330010316,2011 Killer Elite,15.135,2011-09-23,en,6.2,1093,"['Action', 'Adventure', 'Thriller']","Action,Adventure,Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
345,The Legend of Hercules,2014,70000000,18848538,40104781,58953319,1,-11046681,-0.18738013715563664,-0.15780972857142858,0.6802802909196681,2014 The Legend of Hercules,13.754,2014-01-10,en,4.5,805,"['Action', 'Adventure']","Action,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,Blackhat,2015,70000000,8005980,11659024,19665004,1,-50334996,-2.5596229728709945,-0.7190713714285715,0.5928818524522039,2015 Blackhat,16.824,2015-01-16,en,5.3,1165,"['Crime', 'Thriller', 'Action']","Crime,Thriller,Action",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
347,Despicable Me,2010,69000000,251513985,291950588,543464573,7,474464573,0.873036802345532,6.87629815942029,0.5372026117330743,2010 Despicable Me,23.673,2010-07-09,en,7.2,10057,"['Animation', 'Family', 'Comedy']","Animation,Family,Comedy",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
348,Dinner for Schmucks,2010,69000000,73026337,13770165,86796502,7,17796502,0.20503708778494323,0.2579203188405797,0.15864884739249055,2010 Dinner for Schmucks,6.632,2010-07-30,en,5.6,920,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,Red Sparrow,2018,69000000,46874505,99077356,145951861,3,76951861,0.5272413826912423,1.1152443623188406,0.6788358525966312,2018 Red Sparrow,18.117,2018-03-02,en,6.5,3406,"['Mystery', 'Thriller']","Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
350,The Twilight Saga: Eclipse,2010,68000000,300531751,405571077,706102828,6,638102828,0.9036967459929222,9.383865117647058,0.5743796242096343,2010 The Twilight Saga: Eclipse,20.34,2010-06-23,en,6.0,4909,"['Adventure', 'Fantasy', 'Drama', 'Romance']","Adventure,Fantasy,Drama,Romance",0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
351,Ted 2,2015,68000000,81476385,135737758,217214143,6,149214143,0.6869448781702948,2.194325632352941,0.6249029465820741,2015 Ted 2,17.684,2015-06-26,en,6.1,4227,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,Hall Pass,2011,68000000,45060734,42112741,87173475,2,19173475,0.21994620496659104,0.2819628676470588,0.48309122700454465,2011 Hall Pass,9.984,2011-02-25,en,5.5,1009,"['Comedy', 'Romance']","Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
353,Downsizing,2017,68000000,24449754,30013217,54462971,12,-13537029,-0.248554729047007,-0.19907395588235294,0.551075647342118,2017 Downsizing,10.682,2017-12-22,en,5.1,1887,"['Comedy', 'Drama', 'Science Fiction']","Comedy,Drama,Science Fiction",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
354,Downsizing,2017,68000000,24449754,30013217,54462971,12,-13537029,-0.248554729047007,-0.19907395588235294,0.551075647342118,2017 Downsizing,10.682,2017-12-22,en,5.1,1887,"['Comedy', 'Drama', 'Science Fiction']","Comedy,Drama,Science Fiction",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
355,Abraham Lincoln: Vampire Hunter,2012,67500000,37519139,99970591,137489730,6,69989730,0.5090542399057734,1.0368848888888889,0.7271131523787268,2012 Abraham Lincoln: Vampire Hunter,12.498,2012-06-22,en,5.6,2009,"['Action', 'Fantasy', 'Horror']","Action,Fantasy,Horror",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
356,Need for Speed,2014,66000000,43568507,150601112,194169619,3,128169619,0.6600910052771953,1.9419639242424243,0.7756162512735837,2014 Need for Speed,13.723,2014-03-14,en,6.1,2389,"['Action', 'Crime', 'Drama', 'Thriller']","Action,Crime,Drama,Thriller",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
357,Lincoln,2012,65000000,182207973,91138308,273346281,11,208346281,0.7622063861187122,3.2053274,0.33341704034378283,2012 Lincoln,12.693,2012-11-16,en,6.8,2261,"['History', 'Drama']","History,Drama",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
358,Apollo 13,1995,65000000,173772767,162029504,335802271,6,270802271,0.8064337093181838,4.166188784615384,0.4825146164660691,1995 Apollo 13,15.855,1995-06-30,en,7.4,2821,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
359,Hotel Transylvania 3: Summer Vacation,2018,65000000,167500092,359579870,527079962,7,462079962,0.8766790531111103,7.108922492307692,0.682211231547444,2018 Hotel Transylvania 3: Summer Vacation,26.815,2018-06-30,en,6.8,1673,"['Family', 'Fantasy', 'Comedy', 'Animation']","Family,Fantasy,Comedy,Animation",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
360,Unbroken,2014,65000000,115637895,47889929,163527824,12,98527824,0.602514126281042,1.5158126769230769,0.2928549272446749,2014 Unbroken,12.354,2014-12-25,en,7.4,2240,"['Drama', 'War']","Drama,War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
361,Due Date,2010,65000000,100539043,111200000,211739043,11,146739043,0.6930183537289342,2.2575237384615385,0.5251747548514234,2010 Due Date,12.445,2010-11-04,en,6.3,2973,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
362,Annie,2014,65000000,85911262,53918363,139829625,12,74829625,0.5351485781357134,1.151225,0.38560042623299606,2014 Annie,13.422,2014-12-19,en,6.1,770,"['Comedy', 'Drama', 'Family']","Comedy,Drama,Family",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
363,The Dictator,2012,65000000,59650222,120498675,180148897,5,115148897,0.6391873551132539,1.7715214923076923,0.6688837789553604,2012 The Dictator,12.592,2012-05-16,en,6.0,3042,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,This Means War,2012,65000000,54760791,102213766,156974557,2,91974557,0.5859201564747847,1.4149931846153847,0.6511486189446613,2012 This Means War,12.017,2012-02-17,en,6.0,2096,"['Action', 'Comedy', 'Romance']","Action,Comedy,Romance",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
365,Focus,2015,65000000,53862963,114202737,168065700,2,103065700,0.6132464863443284,1.5856261538461538,0.6795124585206856,2015 Focus,10.704,2015-02-27,en,6.8,4173,"['Romance', 'Comedy', 'Crime', 'Drama']","Romance,Comedy,Crime,Drama",0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
366,Blade: Trinity,2004,65000000,52397389,78955776,131353165,12,66353165,0.5051508656072353,1.020817923076923,0.6010953447524466,2004 Blade: Trinity,15.99,2004-12-08,en,5.7,2058,"['Science Fiction', 'Action', 'Horror', 'Thriller', 'Adventure', 'Fantasy']","Science Fiction,Action,Horror,Thriller,Adventure,Fantasy",1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
367,Red Dawn,2012,65000000,44806783,3357367,48164150,11,-16835850,-0.3495514817556211,-0.2590130769230769,0.069706763225345,2012 Red Dawn,13.904,2012-11-21,en,5.4,849,"['War', 'Action', 'Thriller', 'Science Fiction']","War,Action,Thriller,Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
368,Everest,2015,65000000,43482270,177814791,221297061,9,156297061,0.7062771656059182,2.404570169230769,0.8035117601494038,2015 Everest,19.9,2015-09-18,en,6.7,2874,"['Adventure', 'Drama']","Adventure,Drama",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
369,Everest,2015,65000000,43482270,177814791,221297061,9,156297061,0.7062771656059182,2.404570169230769,0.8035117601494038,2015 Everest,19.9,2015-09-18,en,6.7,2874,"['Adventure', 'Drama']","Adventure,Drama",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
370,Resident Evil: Retribution,2012,65000000,42345531,198302098,240647629,9,175647629,0.7298955311959463,2.7022712153846156,0.824035120661837,2012 Resident Evil: Retribution,1.325,2012-09-14,en,5.7,2321,"['Action', 'Horror', 'Science Fiction']","Action,Horror,Science Fiction",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
371,"I, Frankenstein",2014,65000000,19075290,55500000,74575290,1,9575290,0.12839762339509508,0.14731215384615384,0.744214336947265,"2014 I, Frankenstein",12.7,2014-01-24,en,5.2,1090,"['Horror', 'Thriller']","Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
372,Sin City: A Dame to Kill For,2014,65000000,13757804,26893038,40650842,8,-24349158,-0.5989828697767196,-0.3746024307692308,0.6615616473577596,2014 Sin City: A Dame to Kill For,20.896,2014-08-22,en,6.3,2210,"['Crime', 'Thriller']","Crime,Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
373,Live by Night,2016,65000000,10378555,11395877,21774432,12,-43225568,-1.9851524944485348,-0.6650087384615384,0.5233604715842874,2016 Live by Night,11.322,2016-12-25,en,6.2,759,"['Crime', 'Drama', 'Thriller']","Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
374,Live by Night,2016,65000000,10378555,11395877,21774432,12,-43225568,-1.9851524944485348,-0.6650087384615384,0.5233604715842874,2016 Live by Night,11.322,2016-12-25,en,6.2,759,"['Crime', 'Drama', 'Thriller']","Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
375,Air Strike,2018,65000000,0,516279,516279,10,-64483721,-124.90091791453845,-0.9920572461538462,1.0,2018 Air Strike,6.971,2018-10-26,en,3.9,56,"['Drama', 'War', 'Action', 'Adventure']","Drama,War,Action,Adventure",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
376,Hop,2011,63000000,108085305,80572288,188657593,4,125657593,0.6660616782066121,1.9945649682539683,0.42708213710751625,2011 Hop,14.738,2011-04-01,en,5.6,611,"['Animation', 'Comedy', 'Family']","Animation,Comedy,Family",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
377,American Assassin,2017,63000000,36249674,32060466,68310140,9,5310140,0.07773575050497628,0.0842879365079365,0.4693368510150909,2017 American Assassin,15.434,2017-09-15,en,6.3,1596,"['Action', 'Thriller']","Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
378,The Hateful Eight,2015,62000000,54117416,93747470,147864886,12,85864886,0.5806982869482616,1.3849175161290324,0.6340076575042976,2015 The Hateful Eight,20.681,2015-12-25,en,7.7,8065,"['Crime', 'Drama', 'Mystery', 'Western']","Crime,Drama,Mystery,Western",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
379,The Hateful Eight,2015,62000000,54117416,93747470,147864886,12,85864886,0.5806982869482616,1.3849175161290324,0.6340076575042976,2015 The Hateful Eight,20.681,2015-12-25,en,7.7,8065,"['Crime', 'Drama', 'Mystery', 'Western']","Crime,Drama,Mystery,Western",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
380,Gone Girl,2014,61000000,167767189,200800000,368567189,10,307567189,0.8344942202654941,5.042085065573771,0.5448124683719472,2014 Gone Girl,31.215,2014-10-03,en,7.9,10459,"['Mystery', 'Thriller', 'Drama']","Mystery,Thriller,Drama",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
381,Maze Runner: The Scorch Trials,2015,61000000,81697192,228868970,310566162,9,249566162,0.8035845257346484,4.09124855737705,0.7369411030684019,2015 Maze Runner: The Scorch Trials,17.31,2015-09-18,en,6.6,6365,"['Action', 'Science Fiction', 'Thriller']","Action,Science Fiction,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
382,2 Guns,2013,61000000,75612460,56880555,132493015,8,71493015,0.5395983705254198,1.1720166393442624,0.42930983946587675,2013 2 Guns,14.8,2013-08-02,en,6.5,2368,"['Action', 'Comedy', 'Crime']","Action,Comedy,Crime",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,Maze Runner: The Death Cure,2018,61000000,58032443,207846093,265878536,1,204878536,0.7705719276263805,3.358664524590164,0.7817332535635746,2018 Maze Runner: The Death Cure,23.166,2018-01-26,en,7.0,3894,"['Action', 'Science Fiction']","Action,Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
384,The Lego Movie,2014,60000000,257784718,199944670,457729388,2,397729388,0.8689181827232819,6.628823133333333,0.436818511639895,2014 The Lego Movie,19.375,2014-02-07,en,7.4,4839,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","Adventure,Animation,Comedy,Family,Fantasy",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
385,Sully,2016,60000000,125070033,113454523,238524556,9,178524556,0.7484535722183673,2.9754092666666665,0.4756513329386514,2016 Sully,18.148,2016-09-09,en,7.1,3924,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
386,The Bourne Identity,2002,60000000,121468960,92888411,214357371,6,154357371,0.7200936001403003,2.57262285,0.43333434519496883,2002 The Bourne Identity,17.935,2002-06-14,en,7.4,5406,"['Action', 'Drama', 'Mystery', 'Thriller']","Action,Drama,Mystery,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
387,Eat Pray Love,2010,60000000,80574010,126024779,206598789,8,146598789,0.7095820343845287,2.44331315,0.6099976655719894,2010 Eat Pray Love,9.991,2010-08-12,en,6.0,1208,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
388,Jack Reacher,2012,60000000,80070736,137300000,217370736,12,157370736,0.723973883954646,2.6228456,0.6316397622171183,2012 Jack Reacher,18.312,2012-12-21,en,6.4,4155,"['Crime', 'Drama', 'Thriller', 'Action']","Crime,Drama,Thriller,Action",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
389,Contagion,2011,60000000,75658097,61893497,137551594,9,77551594,0.5638000385513526,1.2925265666666668,0.4499656834220329,2011 Contagion,10.444,2011-09-09,en,6.3,2128,"['Drama', 'Thriller', 'Science Fiction']","Drama,Thriller,Science Fiction",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
390,London Has Fallen,2016,60000000,62524260,132669825,195194085,3,135194085,0.6926136363199735,2.25323475,0.6796815846135912,2016 London Has Fallen,15.287,2016-03-04,en,5.9,2591,"['Action', 'Thriller']","Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
391,Jack Reacher: Never Go Back,2016,60000000,58697076,101249413,159946489,10,99946489,0.6248745416349839,1.6657748166666666,0.6330205410135636,2016 Jack Reacher: Never Go Back,17.085,2016-10-21,en,5.6,2831,"['Action', 'Thriller']","Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
392,Jack Reacher: Never Go Back,2016,60000000,58697076,101249413,159946489,10,99946489,0.6248745416349839,1.6657748166666666,0.6330205410135636,2016 Jack Reacher: Never Go Back,17.085,2016-10-21,en,5.6,2831,"['Action', 'Thriller']","Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
393,Baywatch,2017,60000000,58060186,117803597,175863783,5,115863783,0.6588268546457914,1.93106305,0.6698570620421602,2017 Baywatch,14.429,2017-05-26,en,6.1,4748,"['Action', 'Comedy']","Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,Joy,2015,60000000,56451232,44682827,101134059,12,41134059,0.40672805389923095,0.68556765,0.4418177955262332,2015 Joy,10.305,2015-12-25,en,6.5,2723,"['Drama', 'Comedy']","Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
395,ParaNorman,2012,60000000,56003051,52116611,108119662,8,48119662,0.44505930845399794,0.8019943666666667,0.48202713582289963,2012 ParaNorman,13.32,2012-08-17,en,6.8,1358,"['Family', 'Animation', 'Adventure', 'Comedy']","Family,Animation,Adventure,Comedy",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
396,The Tale of Despereaux,2008,60000000,50877145,39605172,90482317,12,30482317,0.33688700743593913,0.5080386166666667,0.43771173543223924,2008 The Tale of Despereaux,8.978,2008-12-19,en,5.8,464,"['Adventure', 'Animation', 'Family']","Adventure,Animation,Family",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
397,The Tale of Despereaux,2008,60000000,50877145,39605172,90482317,12,30482317,0.33688700743593913,0.5080386166666667,0.43771173543223924,2008 The Tale of Despereaux,8.978,2008-12-19,en,5.8,464,"['Adventure', 'Animation', 'Family']","Adventure,Animation,Family",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
